Name,Platform,Year_of_Release,Genre,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales,Critic_Score,Critic_Count,User_Score,User_Count,Rating
Muramasa: The Demon Blade,Wii,2009,Role-Playing,0.32,0.12,0.11,0.04,0.6,81,58,8.7,101,T
WarioWare D.I.Y.,DS,2009,Misc,0.17,0.18,0.2,0.04,0.59,82,53,8.7,39,E
Tom Clancys HAWX,X360,2009,Action,0.31,0.19,0.02,0.06,0.58,73,64,7.3,51,T
Final Fantasy: The 4 Heroes of Light,DS,2009,Role-Playing,0.22,0.1,0.23,0.03,0.58,71,49,7.1,38,E10+
BlazBlue: Calamity Trigger,PS3,2009,Fighting,0.36,0.1,0.06,0.06,0.57,87,50,8.4,112,T
3D Dot Game Heroes,PS3,2009,Role-Playing,0.36,0.11,0.03,0.07,0.57,77,66,8.1,97,E10+
Tom Clancys HAWX,PS3,2009,Action,0.21,0.22,0.05,0.09,0.56,74,35,8.2,40,T
NBA Live 10,PS3,2009,Sports,0.46,0.02,0.01,0.05,0.54,81,32,7.5,25,E
Sacred 2: Fallen Angel,X360,2009,Role-Playing,0.29,0.16,0.04,0.05,0.54,71,56,7.3,64,M
Terminator Salvation,PS3,2009,Shooter,0.13,0.28,0.01,0.1,0.53,43,41,3.9,71,T
SoulCalibur: Broken Destiny,PSP,2009,Fighting,0.12,0.2,0.07,0.12,0.51,80,52,6.2,45,T
Dragon Ball: Raging Blast,X360,2009,Fighting,0.36,0.08,0.02,0.04,0.51,56,29,7.5,33,T
Wet,X360,2009,Shooter,0.23,0.21,0.01,0.05,0.5,69,79,7.3,86,M
Picross 3D,DS,2009,Puzzle,0.28,0.03,0.16,0.02,0.49,83,35,8.4,33,E
F.E.A.R. 2: Project Origin,PS3,2009,Shooter,0.19,0.2,0.01,0.08,0.47,79,48,7.9,98,M
Dead Space Extraction,Wii,2009,Shooter,0.32,0.1,0.01,0.04,0.47,82,76,8.1,82,M
Silent Hill: Shattered Memories,Wii,2009,Action,0.22,0.19,0.01,0.05,0.47,79,56,8,226,M
Final Fantasy Crystal Chronicles: Echoes of Time,DS,2009,Role-Playing,0.12,0.06,0.27,0.02,0.47,75,37,7.2,22,E10+
Dynasty Warriors: Strikeforce,PSP,2009,Action,0.03,0.02,0.38,0.02,0.45,65,28,6.8,10,T
Samurai Warriors 3,Wii,2009,Action,0.09,0.02,0.32,0.01,0.44,55,26,7.2,22,T
Katamari Forever,PS3,2009,Puzzle,0.26,0.04,0.06,0.04,0.41,74,51,8.1,50,E
Final Fantasy Crystal Chronicles: The Crystal Bearers,Wii,2009,Action,0.21,0.07,0.08,0.03,0.39,66,53,7.6,70,T
Naruto Shippuden: Ultimate Ninja Heroes 3,PSP,2009,Fighting,0.13,0.04,0.19,0.03,0.38,61,22,6.4,19,T
Fragile Dreams: Farewell Ruins of the Moon,Wii,2009,Role-Playing,0.16,0.12,0.06,0.03,0.36,67,41,8.3,63,T
Dragon Ball Z: Attack of the Saiyans,DS,2009,Role-Playing,0.12,0.02,0.21,0.01,0.36,73,21,7.9,24,E10+
Bionic Commando,PS3,2009,Platform,0.12,0.17,0.01,0.06,0.36,71,48,7.4,62,M
BlazBlue: Calamity Trigger,X360,2009,Fighting,0.21,0.08,0.04,0.03,0.36,86,51,8.5,70,T
Dynasty Warriors 6 Empires,PS3,2009,Action,0.14,0.03,0.15,0.02,0.34,62,22,7,26,T
Ninja Blade,X360,2009,Action,0.14,0.14,0.02,0.03,0.33,68,65,6.8,55,M
Battlestations: Pacific,X360,2009,Strategy,0.17,0.11,0.01,0.03,0.32,76,48,7.4,41,T
Tekken 6,PSP,2009,Fighting,0.15,0.03,0.1,0.03,0.32,82,39,8.2,68,T
Magna Carta 2,X360,2009,Role-Playing,0.13,0.07,0.07,0.02,0.3,69,49,7,57,T
Little Kings Story,Wii,2009,Strategy,0.14,0.1,0.02,0.02,0.29,87,50,8.8,87,T
Dynasty Warriors: Strikeforce,PS3,2009,Action,0.11,0.07,0.07,0.03,0.29,64,27,7.3,15,T
Wanted: Weapons of Fate,PS3,2009,Shooter,0.14,0.1,0.01,0.04,0.29,61,56,7,26,M
Dead Rising: Chop Till You Drop,Wii,2009,Action,0.15,0.07,0.05,0.02,0.29,61,30,6.5,35,M
DeathSmiles,X360,2009,Shooter,0.15,0.06,0.05,0.02,0.28,76,29,8.4,47,T
Bionic Commando,X360,2009,Platform,0.12,0.12,0.01,0.03,0.28,70,65,7.3,88,M
Final Fantasy Crystal Chronicles: Echoes of Time,Wii,2009,Role-Playing,0.13,0.06,0.05,0.02,0.25,64,29,5.6,11,E10+
Disgaea 2: Dark Hero Days,PSP,2009,Role-Playing,0.1,0.01,0.12,0.02,0.25,83,33,7.1,47,T
Dynasty Warriors 6 Empires,X360,2009,Action,0.16,0.01,0.04,0.02,0.24,59,24,7.3,28,T
Tropico 3,X360,2009,Strategy,0.15,0.02,0.03,0.01,0.22,75,33,6.6,22,T
Way of the Samurai 3,X360,2009,Action,0.12,0.05,0.02,0.02,0.21,55,22,7,17,M
Dragon Ball: Revenge of King Piccolo,Wii,2009,Action,0.12,0.03,0.03,0.02,0.2,65,25,7.3,15,E10+
Infinite Space,DS,2009,Role-Playing,0.06,0.05,0.07,0.01,0.2,75,46,9,61,T
50 Cent: Blood on the Sand,PS3,2009,Shooter,0.1,0.06,0.01,0.03,0.19,72,37,7.1,58,M
Half-Minute Hero,PSP,2009,Role-Playing,0.08,0.01,0.07,0.01,0.18,84,41,7.8,38,E10+
Trinity Universe,PS3,2009,Role-Playing,0.07,0.05,0.03,0.02,0.18,62,25,7.2,28,T
Velvet Assassin,X360,2009,Shooter,0.14,0.02,0.01,0.01,0.18,56,46,6.9,56,M
The King of Fighters XII,PS3,2009,Fighting,0.11,0.01,0.03,0.01,0.16,57,48,5.3,46,T
X-Blades,X360,2009,Action,0.1,0.02,0.02,0.01,0.14,50,39,5.4,14,M
X-Blades,PS3,2009,Action,0.07,0.03,0.02,0.01,0.13,50,31,5.9,15,M
JU-ON: The Grudge,Wii,2009,Action,0.07,0.01,0.01,0.01,0.1,39,32,5.6,34,M
Mario Kart Wii,Wii,2008,Racing,15.68,12.8,3.79,3.29,35.57,82,73,8.3,712,E
Super Smash Bros. Brawl,Wii,2008,Fighting,6.64,2.56,2.66,1.01,12.87,93,81,8.9,1667,T
Grand Theft Auto IV,X360,2008,Action,6.77,3.07,0.14,1.03,11.01,98,86,7.9,2958,M
Grand Theft Auto IV,PS3,2008,Action,4.77,3.7,0.44,1.61,10.51,98,64,7.5,2849,M
Pok\xc3\xa9mon Platinum Version,DS,2008,Role-Playing,2.76,1.72,2.69,0.54,7.72,83,46,8.5,204,E
Gears of War 2,X360,2008,Shooter,4.15,1.9,0.06,0.64,6.75,93,90,7.7,2746,M
Metal Gear Solid 4: Guns of the Patriots,PS3,2008,Action,2.63,1.71,0.83,0.82,5.99,94,82,8.7,3575,M
LittleBigPlanet,PS3,2008,Platform,2.8,1.98,0.17,0.87,5.82,95,85,6.8,5319,E
Monster Hunter Freedom Unite,PSP,2008,Role-Playing,0.47,0.55,4.13,0.34,5.48,81,48,8.7,124,T
Fallout 3,X360,2008,Role-Playing,3.4,0.99,0.09,0.45,4.94,93,84,8.5,1658,M
Animal Crossing: City Folk,Wii,2008,Simulation,1.83,1.12,1.32,0.36,4.62,73,50,7.6,120,E
Fable II,X360,2008,Role-Playing,2.51,1.24,0.11,0.41,4.27,89,95,6.5,2427,M
Fallout 3,PS3,2008,Role-Playing,2.16,1.13,0.07,0.59,3.95,90,57,8,916,M
Left 4 Dead,X360,2008,Shooter,2.66,0.49,0.05,0.3,3.51,89,67,7.9,1309,M
Guitar Hero: On Tour,DS,2008,Misc,2.1,1.01,0.01,0.35,3.46,71,70,8.8,29,E10+
Professor Layton and the Unwound Future,DS,2008,Puzzle,0.61,1.57,0.82,0.27,3.26,86,62,9.2,111,E10+
Wii Music,Wii,2008,Misc,1.35,1.11,0.46,0.32,3.25,63,43,4.6,116,E
God of War: Chains of Olympus,PSP,2008,Action,1.48,1,0.04,0.66,3.18,91,79,8.6,566,M
Rhythm Heaven,DS,2008,Misc,0.55,0.5,1.93,0.13,3.11,83,48,9,63,E
Saints Row 2,X360,2008,Action,1.95,0.79,0.02,0.28,3.04,81,75,8.1,310,M
Kirby Super Star Ultra,DS,2008,Platform,1.55,0.04,1.19,0.15,2.92,76,40,8.8,77,E
FIFA Soccer 09,PS3,2008,Sports,0.49,1.63,0.04,0.43,2.59,87,42,7.5,108,E
Deca Sports,Wii,2008,Sports,1.11,0.85,0.29,0.25,2.5,50,23,5.4,16,E
Resistance 2,PS3,2008,Shooter,1.15,0.84,0.1,0.38,2.47,87,79,6.1,1890,M
Midnight Club: Los Angeles,PS3,2008,Racing,1.56,0.53,0.05,0.31,2.46,82,50,8.2,102,T
Tom Clancys Rainbow Six: Vegas 2,X360,2008,Shooter,1.56,0.6,0.02,0.23,2.42,82,66,7.8,176,M
Midnight Club: Los Angeles,X360,2008,Racing,1.69,0.45,0.01,0.21,2.36,81,66,8.5,142,T
Pokemon Ranger: Shadows of Almia,DS,2008,Role-Playing,0.94,0.54,0.62,0.18,2.28,68,24,8.2,27,E
Dissidia: Final Fantasy,PSP,2008,Fighting,0.51,0.5,0.91,0.31,2.23,79,61,8,139,T
Sonic Unleashed,Wii,2008,Platform,1.26,0.67,0.02,0.21,2.16,66,30,7.3,137,E10+
Need For Speed: Undercover,PS3,2008,Racing,0.63,1,0.05,0.38,2.05,59,40,5.9,72,T
Burnout Paradise,PS3,2008,Racing,1.01,0.62,0.02,0.29,1.94,87,55,7.7,457,E10+
FIFA Soccer 09,X360,2008,Sports,0.49,1.26,0.01,0.18,1.94,87,51,8,106,E
Need For Speed: Undercover,X360,2008,Racing,0.8,0.7,0.01,0.18,1.69,64,62,5.9,104,T
Saints Row 2,PS3,2008,Action,0.88,0.54,0.02,0.25,1.68,82,50,7.9,135,M
We Ski,Wii,2008,Sports,0.97,0.4,0.14,0.15,1.67,67,32,8.5,12,E
Army of Two,X360,2008,Shooter,1.09,0.37,0.02,0.16,1.64,72,76,7.6,233,M
Far Cry 2,X360,2008,Action,0.72,0.69,0.02,0.18,1.59,85,75,6.7,288,M
SoulCalibur IV,X360,2008,Fighting,0.92,0.43,0.07,0.15,1.58,85,62,7.9,158,T
Devil May Cry 4,PS3,2008,Action,0.58,0.45,0.34,0.2,1.57,84,63,8.2,311,M
Dragon Quest V: Hand of the Heavenly Bride,DS,2008,Role-Playing,0.17,0.02,1.36,0.02,1.57,84,46,8.5,57,E10+
007: Quantum of Solace,X360,2008,Action,0.82,0.51,0.01,0.14,1.48,65,69,7.1,71,T
SoulCalibur IV,PS3,2008,Fighting,0.72,0.4,0.14,0.2,1.46,85,65,7.9,129,T
Battlefield: Bad Company,X360,2008,Shooter,0.81,0.46,0.04,0.15,1.46,83,70,7.7,263,T
BioShock,PS3,2008,Shooter,0.75,0.46,0.01,0.2,1.42,94,51,8.7,888,M
Far Cry 2,PS3,2008,Action,0.43,0.69,0.01,0.26,1.38,85,49,6.4,241,M
Burnout Paradise,X360,2008,Racing,0.63,0.57,0.01,0.14,1.35,88,68,6.9,279,E10+
MotorStorm: Pacific Rift,PS3,2008,Racing,0.43,0.65,0.02,0.25,1.35,82,63,8,319,T
Devil May Cry 4,X360,2008,Action,0.79,0.34,0.08,0.13,1.34,84,61,8,248,M
Tom Clancys Rainbow Six: Vegas 2,PS3,2008,Shooter,0.66,0.44,0.04,0.21,1.34,81,32,7.9,93,M
Chrono Trigger,DS,2008,Role-Playing,0.61,0.16,0.49,0.08,1.34,92,57,8.9,443,E10+
Battlefield: Bad Company,PS3,2008,Shooter,0.76,0.35,0.05,0.18,1.34,84,50,8.1,205,T
Valkyria Chronicles,PS3,2008,Role-Playing,0.71,0.19,0.24,0.13,1.27,86,60,8.6,434,T
Tomb Raider: Underworld,PS3,2008,Action,0.45,0.55,0.05,0.22,1.26,75,42,7.2,167,T
SOCOM: U.S. Navy SEALs Confrontation,PS3,2008,Shooter,0.94,0.16,0.02,0.13,1.25,63,64,6.9,223,M
Army of Two,PS3,2008,Shooter,0.74,0.26,0.02,0.15,1.17,74,43,7.3,118,M
Mirrors Edge,X360,2008,Platform,0.51,0.51,0.01,0.13,1.16,79,82,7.5,333,T
007: Quantum of Solace,PS3,2008,Action,0.43,0.51,0.02,0.19,1.14,65,42,6.6,49,T
Mirrors Edge,PS3,2008,Platform,0.31,0.58,0.02,0.22,1.13,79,66,7.8,366,T
GRID,PS3,2008,Racing,0.31,0.56,0.03,0.2,1.1,87,39,8.1,110,E
Prince of Persia,PS3,2008,Action,0.47,0.4,0.03,0.17,1.07,85,59,7.3,246,T
Tomb Raider: Underworld,X360,2008,Action,0.53,0.42,0.01,0.11,1.07,76,57,6.6,198,T
Naruto: Ultimate Ninja Storm,PS3,2008,Fighting,0.49,0.34,0.09,0.15,1.07,75,32,8.6,95,T
Bully: Scholarship Edition,X360,2008,Action,0.53,0.4,0.03,0.11,1.06,80,56,8.3,156,T
Mercenaries 2: World in Flames,X360,2008,Shooter,0.65,0.3,0.01,0.1,1.06,72,69,7.2,152,T
Sonic Unleashed,PS3,2008,Platform,0.56,0.32,0.01,0.14,1.02,54,24,7.8,132,E10+
Ninja Gaiden II,X360,2008,Action,0.65,0.22,0.05,0.1,1.01,81,74,8,304,M
Prince of Persia,X360,2008,Action,0.54,0.34,0.02,0.1,1.01,81,73,7,189,T
Haze,PS3,2008,Shooter,0.49,0.33,0.02,0.15,0.99,55,65,6.5,296,M
Phantasy Star Portable,PSP,2008,Role-Playing,0.2,0.06,0.63,0.05,0.94,64,38,7.8,19,T
WWE SmackDown vs. Raw 2009,PS3,2008,Fighting,0.51,0.3,0.01,0.12,0.94,78,37,7,49,T
White Knight Chronicles: International Edition,PS3,2008,Role-Playing,0.33,0.16,0.36,0.08,0.94,64,77,7.5,213,T
Tom Clancys EndWar,X360,2008,Strategy,0.58,0.24,0.01,0.09,0.91,77,63,7.2,53,T
Sonic Riders: Zero Gravity,Wii,2008,Racing,0.48,0.32,0.02,0.09,0.91,56,26,8.1,57,E
Samba De Amigo,Wii,2008,Misc,0.41,0.37,0.01,0.09,0.88,68,43,8.1,40,E
Sonic Chronicles: The Dark Brotherhood,DS,2008,Role-Playing,0.5,0.29,0.01,0.08,0.88,74,55,7.3,81,E
GRID,X360,2008,Racing,0.33,0.44,0.01,0.09,0.87,87,62,7.9,131,E
Mercenaries 2: World in Flames,PS3,2008,Shooter,0.29,0.39,0.02,0.16,0.87,72,43,7.1,73,T
Dragon Ball Z: Burst Limit,PS3,2008,Fighting,0.22,0.33,0.18,0.12,0.85,71,32,7.2,52,T
Shin Megami Tensei: Persona 4,PS2,2008,Role-Playing,0.34,0.04,0.36,0.08,0.82,90,47,8.9,642,M
Too Human,X360,2008,Role-Playing,0.38,0.29,0.03,0.08,0.78,65,80,7,458,T
Sid Meiers Civilization Revolution,PS3,2008,Strategy,0.49,0.19,0.01,0.09,0.78,85,39,7.7,87,E10+
Turok,X360,2008,Action,0.46,0.2,0.01,0.07,0.75,69,63,7.1,120,M
Tales of Vesperia,X360,2008,Role-Playing,0.32,0.17,0.19,0.05,0.74,79,67,8.2,265,T
Infinite Undiscovery,X360,2008,Role-Playing,0.34,0.18,0.12,0.06,0.7,68,60,7,158,T
The Last Remnant,X360,2008,Role-Playing,0.25,0.2,0.18,0.06,0.68,66,49,6.9,123,M
Turok,PS3,2008,Action,0.35,0.21,0.01,0.1,0.67,67,38,6,39,M
Tom Clancys EndWar,PS3,2008,Strategy,0.33,0.22,0.01,0.11,0.66,76,33,6.6,42,T
Shaun White Snowboarding,PS3,2008,Sports,0.31,0.24,0.01,0.1,0.65,63,30,6.3,26,T
Lost Planet: Extreme Condition,PS3,2008,Shooter,0.31,0.17,0.07,0.08,0.64,67,34,7,36,T
Fire Emblem: Shadow Dragon,DS,2008,Role-Playing,0.29,0.02,0.27,0.03,0.61,81,42,7,106,E10+
Okami,Wii,2008,Action,0.43,0.09,0.04,0.05,0.6,90,44,8.9,236,T
Frontlines: Fuel of War,X360,2008,Shooter,0.34,0.15,0.01,0.05,0.56,75,55,7.8,77,T
Disgaea 3: Absence of Justice,PS3,2008,Role-Playing,0.34,0.03,0.11,0.04,0.53,78,51,7.5,150,T
Tales of Symphonia: Dawn of the New World,Wii,2008,Role-Playing,0.21,0.04,0.24,0.02,0.52,68,46,7.1,94,T
Dynasty Warriors: Gundam 2,PS3,2008,Action,0.09,0.06,0.32,0.03,0.49,54,22,7,28,T
Dragon Ball Z: Burst Limit,X360,2008,Fighting,0.24,0.18,0.03,0.05,0.49,72,50,7.6,42,T
Dark Sector,X360,2008,Shooter,0.22,0.2,0.01,0.05,0.48,72,71,7.5,147,M
Dark Sector,PS3,2008,Shooter,0.23,0.16,0.01,0.07,0.47,72,47,7.6,70,M
Unreal Tournament III,X360,2008,Shooter,0.25,0.17,0.01,0.05,0.47,82,47,7.6,95,M
Viva Pinata: Trouble in Paradise,X360,2008,Simulation,0.16,0.25,0.01,0.05,0.47,82,64,7.9,61,E
Sid Meiers Civilization Revolution,DS,2008,Strategy,0.37,0.03,0.02,0.03,0.44,80,26,7.7,21,E10+
Eternal Sonata,PS3,2008,Role-Playing,0.19,0.12,0.07,0.05,0.44,80,34,7.8,117,T
Valkyrie Profile: Covenant of the Plume,DS,2008,Role-Playing,0.22,0.02,0.16,0.02,0.42,74,35,6.8,12,T
Rune Factory: Frontier,Wii,2008,Role-Playing,0.16,0.13,0.04,0.03,0.37,79,34,8.5,39,E10+
Castlevania: Order of Ecclesia,DS,2008,Platform,0.27,0.02,0.04,0.03,0.36,85,46,8.7,111,T
LocoRoco 2,PSP,2008,Platform,0.21,0.09,0.01,0.04,0.35,85,55,8.4,44,E
Star Ocean: Second Evolution,PSP,2008,Role-Playing,0.14,0.01,0.16,0.02,0.34,75,37,7.1,26,T
Disgaea 3: Absence of Detention,PSV,2008,Role-Playing,0.11,0.05,0.07,0.03,0.27,78,28,7.6,116,T
Suikoden Tierkreis,DS,2008,Role-Playing,0.09,0.02,0.15,0.01,0.27,76,24,7.4,37,E10+
Cross Edge,PS3,2008,Role-Playing,0.14,0.02,0.05,0.02,0.23,52,32,7.2,82,T
Ninja Gaiden: Dragon Sword,DS,2008,Action,0.16,0.01,0.02,0.02,0.21,83,52,7.8,36,T
Blue Dragon Plus,DS,2008,Role-Playing,0.12,0.03,0.05,0.01,0.21,69,46,6.5,15,E
Tenchu: Shadow Assassins,Wii,2008,Action,0.15,0.01,0.03,0.01,0.21,70,35,7.8,24,M
Dark Messiah of Might and Magic Elements,X360,2008,Role-Playing,0.16,0.02,0.01,0.02,0.2,52,27,7,48,M
Bleach: The 3rd Phantom,DS,2008,Role-Playing,0.1,0.02,0.07,0.01,0.2,59,28,8,10,T
Dynasty Warriors: Gundam 2,X360,2008,Action,0.07,0.03,0.08,0.01,0.19,49,30,7,18,T
Armored Core: For Answer,PS3,2008,Simulation,0.06,0.02,0.1,0.01,0.19,62,22,7.6,31,T
Disgaea DS,DS,2008,Role-Playing,0.11,0.01,0.05,0.01,0.18,82,32,7.5,35,T
Lets TAP,Wii,2008,Misc,0.08,0.06,0.01,0.02,0.17,70,47,6.6,11,E
Castlevania Judgment,Wii,2008,Fighting,0.12,0.02,0.01,0.01,0.16,49,33,5.9,56,T
Klonoa,Wii,2008,Platform,0.1,0.02,0.03,0.01,0.16,77,37,8.6,40,E10+
Space Invaders Extreme,DS,2008,Shooter,0.12,0.01,0.01,0.01,0.15,85,41,7.6,16,E
Armored Core: For Answer,X360,2008,Simulation,0.06,0.01,0.07,0.01,0.15,64,22,7.7,38,T
Secret Agent Clank,PSP,2008,Platform,0.04,0.03,0.04,0.02,0.13,72,56,7.8,35,E10+
The Sky Crawlers: Innocent Aces,Wii,2008,Simulation,0.08,0.02,0.01,0.01,0.12,74,42,7.9,13,T
Space Invaders Extreme,PSP,2008,Shooter,0.06,0.01,0.01,0.01,0.09,84,29,6.8,13,E
Wii Fit,Wii,2007,Sports,8.92,8.03,3.6,2.15,22.7,80,63,7.7,146,E
Halo 3,X360,2007,Shooter,7.97,2.81,0.13,1.21,12.12,94,86,7.8,4109,M
Super Mario Galaxy,Wii,2007,Platform,6.06,3.36,1.2,0.74,11.36,97,73,8.9,2159,E
Call of Duty 4: Modern Warfare,X360,2007,Shooter,5.95,2.37,0.13,0.9,9.35,94,70,8.4,1322,M
Mario Party DS,DS,2007,Misc,4.4,1.85,1.98,0.68,8.91,72,27,7.8,85,E
Mario Party 8,Wii,2007,Misc,3.74,2.25,1.58,0.71,8.28,62,41,6.3,191,E
Call of Duty 4: Modern Warfare,PS3,2007,Shooter,3.11,2.26,0.28,1.03,6.69,94,44,8.4,994,M
Assassins Creed,X360,2007,Adventure,3.28,1.64,0.07,0.56,5.54,81,77,7.7,1084,M
Professor Layton and the Curious Village,DS,2007,Puzzle,1.21,2.43,1.03,0.52,5.19,85,72,8.6,149,E
The Legend of Zelda: Phantom Hourglass,DS,2007,Action,1.85,1.8,0.95,0.48,5.08,90,57,8,418,E
Guitar Hero III: Legends of Rock,PS2,2007,Misc,3.49,0.01,0.01,1.48,4.98,82,24,8.2,47,T
Links Crossbow Training,Wii,2007,Shooter,3.05,1.17,0.29,0.46,4.98,68,34,7.1,47,T
Uncharted: Drakes Fortune,PS3,2007,Action,2.32,1.72,0.12,0.77,4.92,88,66,8.1,2332,T
Assassins Creed,PS3,2007,Adventure,1.91,2,0.09,0.82,4.82,81,40,7.3,777,M
Guitar Hero III: Legends of Rock,X360,2007,Misc,3.19,0.91,0.01,0.42,4.53,85,69,7.9,167,T
Gran Turismo 5 Prologue,PS3,2007,Racing,1.28,1.82,0.57,0.52,4.19,80,67,7.1,120,E
God of War II,PS2,2007,Action,2.32,0.04,0.04,1.67,4.07,93,70,8.9,718,M
Carnival Games,Wii,2007,Misc,2.12,1.47,0.05,0.42,4.05,56,27,6,44,E
Forza Motorsport 2,X360,2007,Racing,2.35,1.27,0.03,0.41,4.05,90,66,8.3,381,E
Professor Layton and the Diabolical Box,DS,2007,Puzzle,0.9,1.76,0.92,0.37,3.94,84,65,8.8,73,E10+
Flash Focus: Vision Training in Minutes a Day,DS,2007,Misc,0.86,1.56,1.05,0.35,3.83,59,22,4,4,E
Big Brain Academy: Wii Degree,Wii,2007,Misc,1.05,1.91,0.41,0.42,3.79,68,33,6.9,39,E
Super Paper Mario,Wii,2007,Platform,1.95,0.86,0.59,0.31,3.72,85,56,7.9,423,E
Cooking Mama 2: Dinner With Friends,DS,2007,Simulation,1.6,1.49,0.1,0.39,3.58,70,39,8,9,E
Crisis Core: Final Fantasy VII,PSP,2007,Role-Playing,1.35,0.59,0.8,0.43,3.18,83,67,8,465,T
The Elder Scrolls IV: Oblivion,PS3,2007,Role-Playing,1.69,0.85,0.14,0.43,3.1,93,45,8,606,M
Mass Effect,X360,2007,Role-Playing,1.83,0.79,0.03,0.27,2.91,91,74,8.7,1702,M
Cooking Mama: Cook Off,Wii,2007,Simulation,1.41,1.12,0.05,0.3,2.89,61,37,5.3,23,E
BioShock,X360,2007,Shooter,1.65,0.85,0.05,0.28,2.83,96,88,8.9,2256,M
Sonic and the Secret Rings,Wii,2007,Platform,1.21,1.19,0.04,0.29,2.73,69,44,6.6,177,E
Mario Strikers Charged,Wii,2007,Sports,1.05,1.05,0.24,0.24,2.58,79,47,8,124,E10+
Monster Hunter Freedom 2,PSP,2007,Role-Playing,0.37,0.27,1.75,0.18,2.57,72,38,8.7,83,T
Guitar Hero III: Legends of Rock,PS3,2007,Misc,1.4,0.53,0.02,0.3,2.24,83,45,7.8,52,T
Need for Speed: ProStreet,X360,2007,Racing,1.04,0.79,0.01,0.21,2.05,72,42,7.1,78,E10+
Need for Speed: ProStreet,PS3,2007,Racing,0.73,0.91,0.04,0.36,2.04,73,26,6,43,E10+
The Orange Box,X360,2007,Shooter,1.09,0.53,0.02,0.17,1.82,96,54,8.9,800,M
Metroid Prime 3: Corruption,Wii,2007,Shooter,0.89,0.74,0.07,0.09,1.79,90,62,8.9,492,T
FIFA Soccer 08,PS3,2007,Sports,0.35,1.06,0.02,0.31,1.75,81,28,7.1,47,E
Crackdown,X360,2007,Shooter,1,0.53,0.03,0.18,1.75,83,75,8,340,M
Heavenly Sword,PS3,2007,Action,0.57,0.72,0.06,0.29,1.65,79,64,8.3,545,T
MySims,Wii,2007,Simulation,0.9,0.54,0.04,0.17,1.65,68,38,7.2,56,E
Dragon Quest IV: Chapters of the Chosen,DS,2007,Role-Playing,0.3,0.02,1.27,0.03,1.62,80,44,7.9,50,E10+
Resident Evil: The Umbrella Chronicles,Wii,2007,Action,0.67,0.43,0.29,0.14,1.52,75,47,7.6,122,M
Final Fantasy XII: Revenant Wings,DS,2007,Role-Playing,0.33,0.41,0.54,0.1,1.37,81,44,6.1,60,E10+
FIFA Soccer 08,X360,2007,Sports,0.31,0.89,0.01,0.14,1.35,82,43,7.9,57,E
WWE SmackDown vs Raw 2008,PS3,2007,Fighting,0.62,0.49,0.01,0.2,1.33,74,27,7.3,41,T
Tom Clancys Rainbow Six: Vegas,PS3,2007,Shooter,0.47,0.53,0.03,0.22,1.25,86,32,7.6,81,M
Final Fantasy IV,DS,2007,Simulation,0.51,0.04,0.62,0.05,1.21,85,52,7.7,167,E10+
Final Fantasy Tactics: The War of the Lions,PSP,2007,Role-Playing,0.45,0.24,0.3,0.16,1.16,88,41,8,238,T
Sonic Rush Adventure,DS,2007,Platform,0.53,0.48,0.01,0.12,1.15,78,32,8.2,66,E
Medal of Honor Heroes 2,PSP,2007,Shooter,0.5,0.39,0.02,0.25,1.15,69,20,7.3,30,T
Ninja Gaiden Sigma,PS3,2007,Action,0.57,0.32,0.09,0.16,1.14,88,46,7.5,156,M
Hot Shots Golf: Out of Bounds,PS3,2007,Sports,0.31,0.03,0.76,0.04,1.14,81,66,8.8,32,E
Medal of Honor: Airborne,X360,2007,Shooter,0.45,0.52,0.01,0.12,1.1,73,54,6.7,77,T
Virtua Fighter 5,PS3,2007,Fighting,0.29,0.51,0.08,0.2,1.08,85,47,7.4,67,T
Pro Evolution Soccer 2008,X360,2007,Sports,0.08,0.9,0.04,0.05,1.07,76,29,7.8,36,E
Endless Ocean,Wii,2007,Adventure,0.43,0.46,0.09,0.09,1.06,72,42,8.1,61,E
Call of Duty 4: Modern Warfare,DS,2007,Shooter,0.95,0.01,0.01,0.08,1.05,75,22,6.9,36,T
Virtua Tennis 3,PS3,2007,Sports,0.23,0.58,0.03,0.21,1.05,80,35,7.9,32,E
Tom Clancys Ghost Recon Advanced Warfighter 2,PS3,2007,Shooter,0.34,0.48,0.02,0.19,1.03,84,29,8.1,41,T
Dragon Ball Z: Budokai Tenkaichi 3,Wii,2007,Fighting,0.32,0.36,0.26,0.09,1.02,72,27,8.4,61,T
Tom Clancys Ghost Recon Advanced Warfighter 2,X360,2007,Shooter,0.87,0.05,0.02,0.08,1.02,86,58,8.1,89,T
Ace Combat 6: Fires of Liberation,X360,2007,Simulation,0.69,0.04,0.22,0.06,1.01,80,54,7.9,101,T
Apollo Justice: Ace Attorney,DS,2007,Adventure,0.28,0.04,0.64,0.03,0.99,78,48,8.1,84,T
Grand Theft Auto: Vice City Stories,PS2,2007,Action,0.78,0.03,0.03,0.13,0.97,75,37,7.8,69,M
Lost Odyssey,X360,2007,Role-Playing,0.45,0.26,0.11,0.08,0.9,78,68,8.3,435,T
Time Crisis 4,PS3,2007,Shooter,0.32,0.32,0.05,0.14,0.83,60,52,7.4,21,T
Stranglehold,X360,2007,Shooter,0.4,0.33,0.01,0.09,0.82,77,59,7.6,91,M
